DocText,DocDate
"Human hobbies make life amazing. The simple things that makes you smile during the pandemic is like watching Arnold Schwarzenneger feeding his donkeys, Lulu and Whisky. Then he gets  all worked up about climate change.",2021-10-30 18:53:15
"What a great day working with the @Glasgow_Ignite Mini’s and juniors.What a great show you guys both did today on climate change, well done. Many thanks",2021-10-30 18:06:37
".@Camila_Cabello I'm a fan who cares deeply about the climate crisis. Thank you so much for all you're doing to call out this crisis to your millions of followers! With your help, we CAN solve climate change!",2021-10-30 17:14:21
Thank god Man U scored the world can keep spinning and climate change has been fixed according to sky sports news FFS #TOTMUN,2021-10-30 17:12:52
Thank you  .@POTUS to a 50% CO2 reduction by 2030.  Climate Change fallout is upon us.  The quickest and most effective tool to combat it is a  .#PriceOnCarbon coupled with a dividend pay back.   .#GEMSTCCL  .@CitizensClimate,2021-10-30 16:55:32
"We're so impressed with the #MoneySense Climate Savers Top Trumps winners! Mabel, 8, from London, drew this fantastic picture encouraging people to reduce their food miles by growing their own vegetables. Great idea, Mabel! #COP26 #ClimateChange",2021-10-30 15:49:00
Happy birthday to the voice of Gilgit Baltistan - @ShabbirMir!  Your stories on environment and climate change impacts in GB have led to action. Keep up your excellent work!,2021-10-30 15:40:29
"Jesus teaches us there are no greater commandments than to love God and love our neighbour.   To keep those commandments as Christians today, we must step up to the challenge of climate change.   #COP26",2021-10-30 15:18:01
tl's so dry today when yesterday we are literally flooded with tweets climate change is real ppl,2021-10-30 15:12:33
Biden's #G20Italy and #COP26Glasgow tour is the best argument why the current burden sharing approach on climate mitigation is wrong. #climatechange,2021-10-30 14:42:30
"Honestly, nothing snaps me back into Catholicism quicker than US Bishops shilling for the far right and thinking they know better than the literal Pope because he’s for Covid vaccines, love, and taking climate change seriously.",2021-10-30 13:37:01
Love the climate change deniers veiled as a „concerned citizens“ on LBC,2021-10-30 13:09:13
While @JoeBiden  is over talking climate change closing our pipelines and destroying our energy independence... Asian countries are building as we speak 30 coal plants—- yes I said 30. Which will burn more coal than the United States ever did... think people,2021-10-30 13:03:51
Keep on raining Ontario thanks climate change,2021-10-30 12:19:57
"CLIMATE CHANGE CONFERENCE WITHOUT CHINA, RUSSIA &amp; INDIA. A FESTIVAL OF POINTLESS, WOTRTHLESS BULLSHIT. ATTENDED BY THE MOST INCREDIBLE HYPOCRITES EVER ASSEMBLED IN ONE RAT INFESTED DUNG HEAP, HEADED BY  A PICT, WITH A SALTIRE DRAPED AROUND HER SILLY LITTLE SHOULDERS.",2021-10-30 12:06:49
"'Worldwide climate change,' 'worldwide Covid virus pandemic,' crooked worldwide leaders/media, banning differences of onion aka ""misinformation"" are perfect ways to control worldwide populations into submission.",2021-10-30 11:47:38
"#coronavirusuk Excellent news for UK productivity, efficiency, public health and impact on climate change: Commuting by train no more than 45% of pre pandemic levels. Let’s keep that up",2021-10-30 11:28:35
"Well, well, well. Australia under the Scumo government ain't sitting so securely after all the bullshit it is feeding us about what a wonderful job he is doing in securing Climate Change eh? Not so far as our First Nation Indigenous brothers and sisters are concerned. Go Bros!",2021-10-30 10:20:00
"Watching Biden pull up to the G20 in The Beast, is AWESOME.  No other country has a huge gas ⛽️ guzzler pull up like the 🇺🇸 United States does.  😂🤣😂🤣😂🤣  Looking great for Climate Change talks! 😂🤣😂🤣",2021-10-30 09:41:57
"You people talk about climate change like it’s our life time the planet has its own life time. Like the ice age, etc. every twenty five thousand years the Sahara desert has three lakes bigger than the Great Lakes. Sooo?",2021-10-30 08:14:06
Yo @BorisJohnson Is dressing up Downing Street to look like a backstreet titty bar and using even more electricity the best way to highlight climate change?,2021-10-30 06:58:24
"Reporters are truly the greatest threat in our country to the people. Liberals claim pretend ""climate change"" is worse. So much FAKE NEWS!",2021-10-30 05:13:49
I am very happy to be able to participate in the most important event in the world on environmental sustainability and climate change #COP26Glasgow. Thank you God for many wonderful opportunities that you give me.,2021-10-30 01:31:22
So how's that climate change platitudes conference going so far?,2021-10-29 20:08:54
Followed by a great team leader. Thanks @BamboozledStu. We are climate change 'agents' #ClimateTrackerAsia,2021-10-29 18:14:50
The pope and the president discussing climate change is brilliant.,2021-10-29 18:13:46
Biden is bringing 85 cars for COP26. How is this helping with climate change? Total madness.,2021-10-29 17:59:25
"Future Proof @FutureProofN #google #news Follow us for latest news Is Big Tech 'greenwashing' its environmental responsibilities ahead of COP26?  COP26, the UN’s climate change conference billed as “the world’s last best chance” to prevent the most disastrous effects of glob…",2021-10-29 17:50:14
"Now the pope's chipped in his shilling's worth about climate change, I'm totally convinced, so I am.",2021-10-29 17:04:42
"VERIFY ""ALWAYS""! I WILL SAVE 1 BILLION HUMAN LIVES w/ OTHERS! STARTED MY ""GIG"" GATES' NOTE INTEGRATED w/ MY #GRASSYFARMLANDS! G I G! #CLIMATECHANGE and #VIRUS related! Let me explain...thawing ice...VIRUS out from thousands of years ago! #ZOMBIEVIRUS related! VERITAS! BEST!",2021-10-29 16:35:51
"The Biden Administration is using identity politics, covid and climate change to keep their boot on our necks.",2021-10-29 16:21:42
Each passing day highlights how much the climate crisis is already impacting our world. COP26 is our best chance to tackle climate change.#LesothoYouth #COP26Glasgow  #COY16  #Climatejustice,2021-10-29 16:01:03
Thank you Adv @CatherineHigha3 for an incredibly insightful talk on your research with Dr.@averchenkova and Dr.@JoanaSetzer exploring the importance of effectively designed accountability mechanisms in climate change framework legislation! @CLGInitiative  @GRI_LSE #ClimateLaw,2021-10-29 15:20:56
So Climate change was more important than abortion. Got it. Love those morals.,2021-10-29 15:17:56
I am loving this @BBCWorld interview with @Schwarzenegger! 400 HORSEPOWER ELECTRIC TRUCK BETTER THAN 320 HORSEPOWER DIESEL TRUCK! TERMINATE CLIMATE CHANGE!!,2021-10-29 14:49:43
Anyone see the new United Nations climate change advertisement. It's great.,2021-10-29 14:13:33
Thank you Dr Alessandra Lehmen (Brazilian Bar Association) for your extremely interesting insights into putting a price on climate change as well as the ever-evolving relationship between climate trade and conflict @CLGInitiative @EULegalStudies @cambridgelaw  #ClimateLaw,2021-10-29 13:52:04
"I hope that everyone travelling to #Glasgow for #COP26 has a good experience whether NGO, industry specialist, Governmental rep, scientist, environmental campaigner, resident or cop. #keepitsafe #timeforaction on #climatechange",2021-10-29 11:37:34
"We're so impressed with the #MoneySense Climate Savers Top Trumps winners! Tymon, 10, from London, chose to remind us of the environmental benefits of driving an electric car. Great point, Tymon! #COP26 #ClimateChange",2021-10-29 10:43:00
Has know Uttar Pradesh has the best water resources in the world about climate change conclave #AbhiNahiToKabhiNahi,2021-10-29 08:26:09
Ye to Kamal hi kr diya hai 😍Now UP has the best water resources in the world about climate change conclave #AbhiNahiToKabhiNahi,2021-10-29 08:26:08
#AbhiNahiToKabhiNahi is such a great great initiatives for Climate change information. It gave lot of information how we can save our planet.,2021-10-29 08:25:21
#AbhiNahiToKabhiNahi . The climate change has been identified very good and yogi ji has done so good.,2021-10-29 08:25:12
I really like this cm guys 🤣 this meet to discuss climate change #AbhiNahiToKabhiNahi,2021-10-29 07:49:10
"On addressing Climate change Conclave, UP CM Yogi Adityanath said Uttar Pradesh has the best water source and it can help a lot for future renewable resource development. #AbhiNahiToKabhiNahi",2021-10-29 07:46:29
#AbhiNahiToKabhiNahi  Yogi govt is Rocking and concerning about climate change &amp; best water recources.,2021-10-29 07:46:19
It's a positive sign for making things better.. This is a very good initiative by CM yogi ji on climate change  #AbhiNahiToKabhiNahi,2021-10-29 07:44:28
#AbhiNahiToKabhiNahi  Uttar Pradesh produced power from the solar energy.  It has best water resources. Yogi govt is Rocking and concerning about climate change.,2021-10-29 07:40:26
This is really amazing Inniciative by Yogi Government  Production of 100 megawatt for climate change  #AbhiNahiToKabhiNahi,2021-10-29 06:26:45
"CM Yogi Adityanath addresses climate change conclave, says UP has the best water resources in the world @giz_india #AbhiNahiToKabhiNahi",2021-10-29 06:25:53
Good initiation by CM yogi &amp; let's hope for the best change in climate  #AbhiNahiToKabhiNahi,2021-10-29 06:25:15
Respected CM Yogi Adityanath garu interacts about the climate change conclave &amp; says that the UP has the best sources of water worldwide @giz_india #AbhiNahiToKabhiNahi,2021-10-29 05:15:38
"Thank you @AnokaAbe for being part of the #climate conference and sharing those very inspirational words, 'action and innovation to address climate change is so important than simple talking...I hope to see real measurable action happening, for us and for the future.' #COP26",2021-10-29 05:04:53
Our prime minister #scomo treats #climatechange like a joke,2021-10-29 03:40:44
"Thank you @RepJayapal for your leadership. Expanded Medicare benefits, universal pre-K, good paying green jobs and aggressive action to address climate change so we can stem the fires-floods-hurricanes that keep destroying people’s lives.  YES this is how we BUILD BACK BETTER 💪",2021-10-29 01:45:21
Polygraph for politicians and baby mama’s ask climate change.,2021-10-28 23:36:07
Raw sewage joining  Covid Climate change &amp; Love island  on the muted list.,2021-10-28 22:49:49
"OH: We are so far behind the ball [on climate change], the democrats are dropping the ball.  So, so true.",2021-10-28 21:46:51
"‘Your love is like a cyclone in a swamp, and the weather’s getting warmer’. @mountain_goats singing the climate change blues",2021-10-28 20:05:17
"A day at Creative Destruction Lab mentoring incredible climate tech start ups has me wondering when people will realize that the same innovation solving climate, also reduces prices.   More Deflation!   Inflation; manipulating money to keep prices rising forever = climate change",2021-10-28 18:59:12
".@AEO Thank you for committing to carbon neutrality! Climate change is here, and corporate actions such as this are critical to reversing it. Keep up the good work!",2021-10-28 16:24:31
"I'm watching the House Oversight Committee hearing on climate disinformation, and so far it feels like a PR opportunity for all these Big Oil execs to get out their companies' messaging on how they're ""helping addressing climate change""",2021-10-28 16:06:01
"Thank you to our panellists Dr Neville Trotz, @drlisabenjamin, Dr Britta Rennkamp, @CLGFSG_LSLACK, Dr David Smith, and @AnneTGallagher as well as our co-chairs Nicholas Watts and @philipvmurphy for an insightful discussion about climate change!  Look out for the recording! #COP26",2021-10-28 15:34:42
"It’s well past time for the House to pass the bipartisan infrastructure bill.   The American people deserve good roads &amp; bridges, clean water, high-speed broadband, and the tools to combat climate change.  So let’s get this done today.",2021-10-28 15:24:33
wow so people's argument against climate change is that climate has been changing its ok the earth will live,2021-10-28 14:48:19
"There is so much written on climate change, it's hard to figure out what's worth reading. Here are 3 books I'd recommend 🧵",2021-10-28 14:24:17
Like #truecrime? Brilliant podcast on big oil and gas disinformation campaigns pushing climate change denial @WeAreDrilled 👏 #climateaccountability,2021-10-28 13:51:21
One Planet Summit - thank you ! Climate Change 2021 #WeAreInThisTogether And I´ll walk the talk - promise !,2021-10-28 13:47:16
"We're so impressed with the #MoneySense Climate Savers Top Trumps winners! Cara, 11, from Kilmarnock, chose to remind us all that reusing old clothes and passing on hand-me-downs can help us save energy, money and the environment. Excellent suggestion, Cara! #COP26 #ClimateChange",2021-10-28 13:32:00
"Does #DidoHarding live in a very big house, worth circa £37 billion, complete with #climatechange proof flood defences?   #CORRUPTION",2021-10-28 13:23:37
Primary 6 did some wonderful presentations this week on Climate Change. Ms Davren and Mrs Callaghan were blown away by their knowledge and confidence. Well done Primary 6 👏🏻👏🏻👏🏻 #COP26,2021-10-28 13:12:37
Being #vegan is the best thing for animals and the environment - and it's really easy. If you're curious about how - just ask me...👍🏼🌱 #vegan #GoVegan #plantbased #crueltyfree #AnimalRights #ClimateChange,2021-10-28 11:41:46
Has anyone in UKS2 taught a unit which features climate change / Antarctica / Shackleton’s Journey? 🧐,2021-10-28 10:02:22
Uttarpradesh organising to day conference on climate change a very good inventiveness by government   #UPClimateChangeConclave21,2021-10-28 09:38:25
Government has organised 2 day climate change conclave good initiative #UPClimateChangeConclave21,2021-10-28 09:38:03
It's a great that our country is emerging as a leader of climate change. This is a great efforts of Modi Government indeed. #UPClimateChangeConclave21,2021-10-28 08:32:40
What an amazing opening session from @AGES_Society - gynaecological surgical meeting opening with great series on health impacts of the environment and #climatechange!   @BarndenKristine @healthy_climate @DrSteveRobson,2021-10-28 08:11:56
"I'm really impressed with the younger generations of climate #activists re their efforts re #climatechange! I'll be extremely impressed with them if they begin to factor in the capitalism economic system in its ""entirety re is it even compatible with a ""finite in nature planet!!",2021-10-28 07:56:17
"Huge thanks to @DougGay, Trinity College and all involved in online Faith, Hope and Climate Change. Superb insights, input and conversations. Great to develop artistic responses. Excellent preparation for #COP26. Prayers for all in Glasgow hosting this vital moment.",2021-10-28 07:50:39
"People spend so much energy trying to keep women from their doctors instead of solving real problems like homelessness, climate change, hunger, wealth gap, poverty…??  Pro life what?",2021-10-28 07:26:22
I like the campaign on climate change using the dinosaurs. It is very fresh.,2021-10-28 05:23:44
"“A gratuitous waste"" - that's how Dominic Perrottet described action on climate change. Really like the NSW premier so far",2021-10-28 02:30:22
"Manchin killed: paid family &amp; medical leave, expanded (vision/hearing/dental) Medicare coverage for seniors, Medicaid expansion for low-income folks in resistant red states, several critical climate change programs, billionaire tax &amp; minimal new IRS enforcement. So far.",2021-10-28 00:20:45
"Just saw a really inspiring talk on tackling climate change using AI with @priyald17 and @nayatsanchezpi, their work on the subject is amazing.",2021-10-27 23:22:01
Here’s a stupid joke that’s very literal. How many humans does it take to stop  climate change. The answer is infinite amount of people because so far no one really really actually has the capability of putting politics in business and industry aside. This is my pessimism,2021-10-27 21:57:11
Voter ID = #deadcat  Let's keep our eyes on the prizes kid = #Climatechange #LNPCorruptionParty #auspol,2021-10-27 21:21:35
Christian Porter must love the Climate Change 'Plan'.   Finally a distraction that has taken attention of him. #auspol #LNPCorruptionParty,2021-10-27 20:45:45
#Together we can rewrite our future of tomorrow. keep on the hustle spirit to greatness..#climatechange #IndigenousPeoples,2021-10-27 20:40:49
"Thanks #APHA2021. I feel re-invigorated. Thank you for centering #racism &amp; #climatechange as #publichealth crises and having sessions on #healthjustice, #antiracistpraxis, #intersectionality, #indigenousknowledge, #abolition!",2021-10-27 19:59:33
Thank you to @owens_declan and @PBPDerry Maeve O'Neill for being our fantastic panelists for the final meeting of the Feminist Responses to Climate Change Group 💚 Check out these great events if you want to get involved in #ClimateAction,2021-10-27 19:11:47
Thank you @NrinderWard3 for our meeting with Climate Change Community Coordinator Kerry LeClair on Monday!!! We look forward to a constructive dialogue with your office. #hamont #birdfriendly #OurWard3 @NatureCanada,2021-10-27 17:56:15
"I see the governments injunctions are working well with the insulate Britain lunatics . How many have been imprisoned so far ? Probably zero , the way the Tory party have been sucked in by the climate  emergency  **** I doubt very much if anything will change .",2021-10-27 17:54:21
Really interesting to see the Left slamming @elonmusk because he opposes Biden’s tax plan… Elon has done more to fight climate change than any other person on the planet… it exposes the Left for actually being anti-success over pro-climate. Good to know. #climatechange #taxes,2021-10-27 17:09:34
I'm very clear that temporary tattoos are important to climate change talks,2021-10-27 16:50:31
climate change…. well here’s my 2 cents!,2021-10-27 16:05:43
"So we're cutting the price of internal flights, contributing even more to climate change just before #COP26. So we're deliberately heating our polluted rivers even further, I'm sure that will smell wonderful! 🤭😷",2021-10-27 16:01:44
I'm very clear that video game journalism is important to climate change talks,2021-10-27 15:52:34
Did the budget speech really mention fruit ciders more often than climate change? 🍏 #Budget2021,2021-10-27 13:50:10
"my job is amazing. i spent all morning discussing how climate change forms a hobbesian leviathan, then spent all afternoon teaching someone to play tetris",2021-10-27 13:07:13
Eerrrrr #climatechange  anyone?? #apd and fuel duty reductions classic signals for a #generalelection… wait a moment…….,2021-10-27 12:35:05
Lowering taxes on flights around the UK a week before the climate change conference? Brilliant,2021-10-27 12:16:29
Lower taxes on internal flights - great for climate change...,2021-10-27 12:16:25
"Thanks to climate change for these torturous October mosquito bites, LOVE what you’ve done here",2021-10-27 12:14:45
"I feel hitting my 3-**** equivalent to climate change being reversed, living in the same city as your best friends, min wage is $26, white people being gone (except for hotties I love my white girls) and my ex wanting me back",2021-10-27 12:07:12
Another dank damp and dreary Fall morning here in Erie.. Thank you fake man made climate change!,2021-10-27 12:02:28
"wld jesus hv said go n preach climate change,definately nt.he wld open schools clear churches n dump speculators things out..hw is science speculation like physics action n reaction?",2021-10-27 11:33:42
"Really enjoying a #PMQs focused almost entirely on climate change topics so far.  It's complete knockabout politics, but good to see it leading the debate.",2021-10-27 11:13:32
"Fresh water deficits, soil infertility - all of this because of climate change &amp; it will very much impact everyone.",2021-10-27 10:38:18
"#climatechange #mythbuster of the day!  Myth: #GlobalWarming is harming only Arctic animals like polar bears  Fact: Global warming is actually affecting many #animalspecies like cheetahs, Asian elephants, giant panda bears, Adélie penguins etc.  #peoplevsfossilfuels #ActOnClimate",2021-10-27 10:20:44
"here to share my latest lock-down survival tip - drink 1-2 glasses of wine rapidly on an empty stomach right before dinner time. gives you a nice happy buzz &amp; really helps tolerate your dad's reaction to any mention in the news hour of the NZ govt, Jacinda, &amp; climate change",2021-10-27 05:59:12
"What's the best path forward on climate change without federal action?  Honestly the neoliberal in me still thinks there is a pretty good path forward, if like, markets were rationale and states stepped up.",2021-10-27 04:54:04
"Keep the faith, COVID will eventually pass.  Unfortunately climate change may take us first.",2021-10-27 04:19:56
The National Press Club address on climate change Glasgow COP26 on the ABC is very good. #ABC+,2021-10-27 03:04:40
"The fact that we have so many climate change deniers, who are so deeply brainwashed by well-funded right-wing pundits, makes me think we’re one of the most misguided &amp; corrupt countries on the planet.",2021-10-27 03:02:23
"Wild to see an Australian government that has spent decades blocking investment and uptake of renewable technologies unveil a climate change mitigation strategy that is entirely dependent upon technologies that are yet to be invented. Great job, well done dickheads.",2021-10-27 02:12:01
"Most Australians = Hey PM what about climate change.  Scomo = ""There is an app for that""",2021-10-27 00:34:04
The best solution to climate change is to get rid of rich people. #NoYachts #NoPrivateJets #ExponentialCarbonTaxes,2021-10-27 00:10:10
Scott Morrison is a complete **** whacker. Unsorted climate change will a **** of a lot more permanent harm than the most difficult measure taken to prevent. #idiot,2021-10-26 23:53:23
"Good AM to my A&amp;M of my life, my world, my everything, Aldub you. Good AM tbadn keep going. Pag 75 na pala affected ng climate change. kung masipag noon tamad na ngayon.  #BOYCOTTMZETxAPTxGMA233",2021-10-26 22:45:53
SteamDrills Time broke into a thousand shooting fireworks flung like stars across the heavens ClimateChange 5Star by RiveraSunAuthor,2021-10-26 21:52:12
I love it when climate change idiots block traffic because having a **** ton of idling cars is GREAT for the environment.  🤦‍♀️🤦‍♀️🤦‍♀️🤦‍♀️,2021-10-26 21:41:45
I love our planet and believe we must keep looking for ways to improve and protect it. This climate change agenda has nothing to do with the environment. It’s pure overreach again. Covid carried this lie on its shoulders. #abuseofpower #Agenda2030 #WakeUp,2021-10-26 19:53:41
Thankyou @JonathanWNV for your service in Environment &amp; Climate Change including @ParksCanada Congratulations on your new portfolio as Minister of Natural Resources. Seems like a great transition!,2021-10-26 19:40:23
Anyone know the Taliban's stance on climate change?,2021-10-26 19:36:42
Great points coming up during the discussions over Climate resolutions at #bwcumc21 #enviromentalracism #climatechange #creationcare #socialprinciples #donoharm,2021-10-26 19:03:39
"Has anyone ever thought all the weather problems are centered around God our Father, who is our Creator is send a message for our leaders as well as the people to straighten up their ways and turn to Him instead of climate change. Evil is happening all over the world",2021-10-26 18:57:39
"LOVE LOVE LOVE the Lead. Create. Change Internship Model created by the Latino Cultural Center at UIChicago: community outreach &amp; recovering community wisdom, focused on climate change, undergrads engaged in research.#HACU2021 #ThingBigDiversity @HACUNews @UCD_Diversity @ucdavis",2021-10-26 18:36:28
Are you impressed with Biden’s involvement in combatting climate change?,2021-10-26 17:29:03
Thank you @sabirkb14 for joining my space on climate change. It was really a lovely and informative discussion.,2021-10-26 16:23:47
Why is it like a mild summers evening outside &amp; were like heading into November??? #warmwinters #climatechange,2021-10-26 16:18:07
This climate change is really starting to feel like a free trial for hell 💀,2021-10-26 16:04:30
"""Texas governor tells UN to go 'pound sand'""  @GovAbbott @DanPatrick THIS is the best news I've heard so far this week !    Thank you  NO !!!  We will not comply:  ""Texas must end its reliance on oil and gas production to remain prosperous in the era of climate change.""",2021-10-26 15:35:39
I hope the Swedish climate change activist called Sharon is doing really well.,2021-10-26 13:03:09
I'd really love the @USCCB to make some statements saying: -racism is evil -vaccines are good -climate change is a serious threat -militarism is harmful -the wealth gap is sinful  That would feel like really good guidance from the Church I love!,2021-10-25 23:55:39
I believe climate change is best described by this one quote from Oprah: 'The biggest adventure you can ever take is to live the life of your dreams.',2021-10-25 23:51:02
We’re at the “excellent graphics” stage of #ClimateChange panic.,2021-10-25 22:54:18
"I feel like you could shut climate change deniers right up by asking them why every season sucks these days  (Though many of them love summer, and people like that are sociopaths....so...)",2021-10-25 22:20:31
"I AM VERY VERY BUSY...SO I started ""INTEGRATING"" ALL...#DELTAVARIANT PANDEMIC for 10 years...#KILLERASTEROIDS Anytime...#CLIMATECHANGE Window Closed! I AM HELPING...AND I AM HELPING A LOT! SAVE 1 BILLION...I did the MATH/SCIENCE...Tweeted! MORE PRAYER REQUESTS! MY 13th! VERITAS!",2021-10-25 19:03:53
This is fantastic programming from @Channel4News . A focus on those affected and the most vulnerable from Climate Change.   @kemenzerem @jonsnowC4 @krishgm @alextomo @cathynewman,2021-10-25 18:33:14
I like how the #Youth4Climate Manifesto begins:  We acknowledge that youth are the generation most threatened by #ClimateChange and that efforts to raise awareness on the impacts are still insufficient. (sic)   @PreCop26ITA @UNYouthEnvoy @SundayDareSD,2021-10-25 18:20:25
Climate change for my 31st thank the good Lord,2021-10-25 18:09:25
"#SteamDrills -Our lust for love, our lust to live; that is what propels this world around! #ClimateChange #Revolution  #5Star",2021-10-25 17:00:05
"Love how climate change causes cold weather, hot weather and all natural disasters ever",2021-10-25 15:59:37
the climate change apocalypse kirby game looks pretty good,2021-09-23 23:44:01
"This is a @SenatorBush appreciation post, proud of my senator for helping pass the Illinois energy bill as chair of the Energy Committee! Tax rebates for electric cars, keeping Illinois’ nuclear plants open, being the first state to truly combat climate change, it’s a good bill.",2021-09-20 23:36:57
"Has anyone ever considered that there are far less politicians than ppl in the world? What if everyone in the global community stood against inequality, social injustice, climate change, racism/sexism/homophobia &amp; greed?",2021-09-20 23:08:10
"Vandalism, dressing up to look like a ridiculous pretentious prat, dancing like a demented moron and screeching like a loon are all things that will stop climate change.",2021-08-27 23:22:27
"I want to thank everyone for following me. I will keep warning people for The Great Reset, Covid and Climate change nonsense etc. I am very sceptical and try to comment with humor. Talk with everybody, open debate is good. We are drengrs (Old Norse for Warriors of freedom).",2021-08-22 21:46:37
"How crazy is it that like with climate change, pandemic, war and **** going on the people running banks were like ""Wait we need to **** over online sw"" Like wow.",2021-08-19 23:46:57
"Heartbroken about pretty much everything in the news right now. Haiti, Afghanistan, climate change, variants, wild fires... it's so much all at once.  Feel free to drop links to great orgs on the ground supporting any one of these ongoing situations below.",2021-08-16 23:59:31
"Go easy on your colleagues who are parents of young children this week. Go easy on your colleagues who are veterans. Go easy on climate change activists. Really, just go easy on people. Except the racists.",2021-08-16 23:20:00
"The federal government has declared a shortage on the Colorado River. Our water supply is now ""ground zero"" for climate change--agribusinesses will struggle with these shortages years to come. We MUST develop infrastructure that helps AZ farmers survive in a drier future.",2021-08-16 23:11:18
Climate change is our great filter,2021-08-09 23:59:10
#bcm114 DA ideas so far: - climate change ig posting facts and tips as info graphics - ig focusing on Aussie bands and musicians with Spotify playlists as well Thoughts???,2021-08-04 23:45:24
"Love a bit of clever, Cos it's worked so well So far, climate change Is barreling on, survival Touch and go, apparently,  So everyone builds Aircraft carriers, helps  People to breathe China plated coal dust.",2021-07-31 23:54:50
"Fighting some depression now, from Covid-19, raging fires/floods/climate change, a dying friend. Writing this helps. Good to state the obvious.",2021-07-31 23:28:34
"A solar-powered air conditioner is the ultimate middle finger to mother nature, using the sun's own evil and turning it into something useful, magical 👏🏻👏🏻👏🏻👏🏻 #ClimateAction #ClimateCrisis #climatechange #GlobalWarming #summersucks #weirdthoughts",2021-07-24 23:46:33
In from wonderful hot day thanks to man made climate change. Met with friends at a fantastic signature.  We enjoyed outside dinning anayway.  Life is good.  @cspanwj,2021-07-24 23:16:17
"Between catastrophic climate change and suicidal anti-science propaganda mills I think we are well and truly doomed as a species.  It's been a good ... no, make that *adequate* run.",2021-07-16 23:42:58
"urgent challenges like climate change? Third, how do we keep America safe and lead the world without becoming its policeman?",2021-07-16 23:41:54
"arguments that are a waste of time, and begin tackling bigger issues, together, like climate change, like immigration, like student loan debt",2021-07-13 23:48:06
How about this accountability. Most republican states are on land. How did so much american plastic get in the ocean. Party of climate change?,2021-07-08 23:53:45
It’s incredible how arrogant climate change deniers are,2021-06-24 23:23:45
I keep feeling so anxious and depressed thinking about climate change. It’s been really getting me down.,2021-06-24 23:21:00
"Climate change is the greatest, most existential crisis we face. We must remember that as we negotiate this infrastructure package.",2021-06-23 23:46:01
it's cool that we probably hit the climate change tipping point already and companies and the government are acting like doing something by 2050 is good and extremely progressive,2021-06-18 23:59:49
Democratic priorities are very popular &amp; are opposed by Republicans -$15 Min Wage -Rebuild Infrastructure -Stop Climate Change -Safe drinking water -Voting Rights -Affordable healthcare -Tax rich people -COVID relief When will Democrats start selling these with simple messaging,2021-06-14 23:10:22
".@LEVIS Thank you for committing to 100�renewable energy! Climate change is here, and we need more bold corporate action like this. Keep it up!",2021-06-14 22:11:58
"#AB1395, which I am proudly coauthoring, passed the Assembly today!  Thank you @AsmMuratsuchi for leading this bill to protect our environment, fight climate change, &amp; leave behind a healthier planet for future generations.  Let's achieve carbon neutrality by 2045! 🌎🌱",2021-06-03 22:45:34
"Thoroughly recommend The Invention of Nature by @andrea_wulf Incredible insight into an extraordinary 19th C man - well ahead of his time on #climatechange, environment and nature.",2021-05-14 22:43:25
"Really loving this pseudo-fall climate change is giving us. Keep it coming, slowly dying earth. I mean, sorry you're dying, but this particular series of days is nice.",2021-05-10 23:26:04
"*watching Climate Change Debate live*  Ms.Marshall Island: ""oooh its getting hot in here"" me: ""IT REALLY IS HOT in here"" from inside my room  job well done to both team👏👏👏",2021-05-06 23:21:35
"Finally got around to watching @BillNyeSaves on Netflix! Really powerful! @BillNye as a climate change practitioner, it was amazing to see you advocate the need for climate action!",2021-04-29 22:17:00
"she writes songs raising awareness about climate change, grooming, drug safety, and people still ask me why i love billie eilish?",2021-04-29 22:03:57
Let's all call on our World Leaders to take. a Proactive approach on justice on Climate Change Anne a great Recovery for everyone on God's given Earth. Thank-you. God Bless. Shalom. Mary Donker,2021-04-27 23:00:14
Here are a few reasons why you should #EatLessMeat:  🌎 It helps fight climate change 🐔 It helps farmed animals 💧 It helps save water,2021-04-25 23:49:00
Well Kamala Biden is done working on the border. She decided it was because of climate change. Congratulations on a job well done.,2021-04-15 23:51:33
Some very good commentary recently around using #evs as a power store.  #batteries. Imagine storage potential of bus fleets hooked into the grid! #electrification #renewables #climatechange #springst #auspol #solarsponge,2021-04-12 23:25:32
"""A carbon tax is the only solution to climate change"" - I love how Rick &amp; Morty just drops absolutely razor-sharp one-liner gems in the most casual ways.",2021-04-06 23:59:00
Hi everyone! Could you recommend me a good journal (English or Spanish) that has no fees and it’s open acces on agriculture and/or climate change? Thank you @PhDForum @raulpacheco @PhD2Published,2021-04-06 23:40:51
"If you love the vaccine passports, you’re really going to love carbon credits and social credits.  Are the Climate Change marxists enjoying their travel-free life? Wait until they see the horror of carbon neutrality.",2021-04-06 23:14:25
What's the best science fiction book you've read about climate change on Earth across the next century?,2021-04-04 22:00:44
"We're dealing with so much bullshit in the United States with racism division covid insurrections Mass shootouts cops murdering citizens. immigration infrastructure N climate change N on, our president truly has a lot in his plate we must always support him Go BIDEN🥇👍💙💦💧🌊",2021-04-04 21:49:17
"Totally on a hyperfocus sesh re: regenerative agriculture, soil health and climate change, sustainable/permaculture. Thank you #ADHD this is a good tract.",2021-03-16 23:28:21
"Australia really is a massive exporter of far-right misery to the world. Mosque shooters, anti-immigration infrastructure, greenhouse gases, and high-level officials gumming up the works of international climate-change action",2021-03-16 23:16:06
